JobID,ListID,BatchID,SubscriberKey,EventDate,TriggererSendDefinitionObjectID,URL,LinkName,LinkContent,IsUnique
12345,104,1,1026,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=123,TRUE
12345,104,1,1027,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=124,TRUE
12345,104,1,1028,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=125,TRUE
12345,104,1,1029,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=126,TRUE
12345,104,1,1030,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=127,TRUE
12345,104,1,1031,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=128,TRUE
12345,104,1,1032,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=129,TRUE
12345,104,1,1033,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=130,TRUE
12345,104,1,1034,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=131,TRUE
12345,104,1,1035,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=132,TRUE
12345,104,1,1036,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=133,TRUE
12345,104,1,1037,2024-10-10,22003344,%%=RedirectTo(@unsub)=%%,, https://example.com/unsubscribe?memberno=1037,TRUE
12345,104,1,1038,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=135,TRUE
12345,104,1,1039,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=136,TRUE
12345,104,1,1040,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=137,TRUE
12345,104,1,1041,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=138,TRUE
12345,104,1,1042,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=139,TRUE
12345,104,1,1043,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=140,TRUE
12345,104,1,1044,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=141,TRUE
12345,104,1,1045,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=142,TRUE
12345,104,1,1046,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=143,TRUE
12345,104,1,1047,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=144,TRUE
12345,104,1,1048,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=145,TRUE
12345,104,1,1049,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=146,TRUE
12345,104,1,1050,2024-10-10,22003344,%%=RedirectTo(@unsub)=%%,, https://example.com/unsubscribe?memberno=1050,TRUE
12345,104,1,1051,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=148,TRUE
12345,104,1,1052,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=149,TRUE
12345,104,1,1053,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=150,TRUE
12345,104,1,1084,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=170,TRUE
12345,104,1,1085,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=171,TRUE
12345,104,1,1086,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=172,TRUE
12345,104,1,1087,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=173,TRUE
12345,104,1,1088,2024-10-10,22003344,%%=RedirectTo(@unsub)=%%,, https://example.com/unsubscribe?memberno=1088,TRUE
12345,104,1,1089,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=175,TRUE
12345,104,1,1090,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=176,TRUE
12345,104,1,1091,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=177,TRUE
12345,104,1,1092,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=178,TRUE
12345,104,1,1093,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=179,TRUE
12345,104,1,1094,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=180,TRUE
12345,104,1,1095,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=181,TRUE
12345,104,1,1096,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=182,TRUE
12345,104,1,1097,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=183,TRUE
12345,104,1,1098,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=184,TRUE
12345,104,1,1154,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=221,TRUE
12345,104,1,1155,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=222,TRUE
12345,104,1,1156,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=223,TRUE
12345,104,1,1157,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=224,TRUE
12345,104,1,1158,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=225,TRUE
12345,104,1,1159,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=226,TRUE
12345,104,1,1160,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=227,TRUE
12345,104,1,1161,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=228,TRUE
12345,104,1,1162,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=229,TRUE
12345,104,1,1163,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=230,TRUE
12345,104,1,1164,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=231,TRUE
12345,104,1,1165,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=232,TRUE
12345,104,1,1166,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=233,TRUE
12345,104,1,1183,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=250,TRUE
12345,104,1,1184,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=251,TRUE
12345,104,1,1185,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=252,TRUE
12345,104,1,1186,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=253,TRUE
12345,104,1,1187,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=254,TRUE
12345,104,1,1188,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=255,TRUE
12345,104,1,1189,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=256,TRUE
12345,104,1,1190,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=257,TRUE
12345,104,1,1191,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=258,TRUE
12345,104,1,1192,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=259,TRUE
12345,104,1,1193,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=260,TRUE
12345,104,1,1194,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=261,TRUE
12345,104,1,1195,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=262,TRUE
12345,104,1,1196,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=263,TRUE
12345,104,1,1197,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=264,TRUE
12345,104,1,1198,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=265,TRUE
12345,104,1,1384,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=342,TRUE
12345,104,1,1385,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=343,TRUE
12345,104,1,1386,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=344,TRUE
12345,104,1,1387,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=345,TRUE
12345,104,1,1388,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=346,TRUE
12345,104,1,1389,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=347,TRUE
12345,104,1,1390,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=348,TRUE
12345,104,1,1391,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=349,TRUE
12345,104,1,1392,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=350,TRUE
12345,104,1,1393,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=351,TRUE
12345,104,1,1394,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=352,TRUE
12345,104,1,1395,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=353,TRUE
12345,104,1,1396,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=354,TRUE
12345,104,1,1397,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=355,TRUE
12345,104,1,1398,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=356,TRUE
12345,104,1,1399,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=357,TRUE
12345,104,1,1408,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=366,TRUE
12345,104,1,1409,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=367,TRUE
12345,104,1,1410,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=368,TRUE
12345,104,1,1411,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=369,TRUE
12345,104,1,1412,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=370,TRUE
12345,104,1,1413,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=371,TRUE
12345,104,1,1414,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=372,TRUE
12345,104,1,1415,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=373,TRUE
12345,104,1,1416,2024-10-10,22003344,%%=RedirectTo(@url)=%%,, https://example.com/summersale?eventID=374,TRUE
23456,104,1,1226,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1227,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1245,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1246,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1247,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1248,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1249,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1265,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1266,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1267,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1268,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1269,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1270,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1282,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1283,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1284,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1285,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1286,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1287,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1288,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1289,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1290,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1291,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1292,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1293,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1294,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1295,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1296,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1297,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1298,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1299,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1300,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1301,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1302,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1303,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1304,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1305,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1306,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1307,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1308,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1331,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1332,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1333,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1334,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1335,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1336,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1337,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1338,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1339,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1340,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1341,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1342,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1343,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1344,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1345,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1346,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1347,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1348,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1349,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1350,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1351,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1352,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1353,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1354,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1355,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1356,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1357,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1358,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1359,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1360,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1361,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1362,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1363,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1364,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1365,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1366,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1367,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1368,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1369,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1370,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1371,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1372,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1373,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1482,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1483,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1484,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1485,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1486,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1487,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1488,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1489,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1490,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1491,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1492,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1493,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1494,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1495,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1496,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1497,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1498,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1499,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
23456,104,1,1500,2024-10-23,66778822,www.example.com/cart,,www.example.com/cart,TRUE
33422,104,1,1076,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1077,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1078,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1079,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1080,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1081,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1082,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1083,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1084,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1085,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1086,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1087,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1088,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1089,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1090,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1091,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1425,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
33422,104,1,1426,2024-09-30,88672134,www.example.com/about,,www.example.com/about,TRUE
